ENTE;ID
Amministrazione/c_b354;ComunediCAGLIARI4237042460
Amministrazione/c_c351;ComunediCATANIA4127541639
Amministrazione/c_c351;ComunediCATANIA4164042004
Amministrazione/c_c351;ComunediCATANIA4200542369
Amministrazione/c_d548;ComunediFERRARA4164042004
Amministrazione/c_d548;ComunediFERRARA4200542094
Amministrazione/c_d548;ComunediFERRARA4200542369
Amministrazione/c_d548;ComunediFERRARA4209542185
Amministrazione/c_d548;ComunediFERRARA4218642277
Amministrazione/c_d548;ComunediFERRARA4227842369
Amministrazione/c_d548;ComunediFERRARA4237042460
Amministrazione/c_d612;ComunediFIRENZE4127541639
Amministrazione/c_d612;ComunediFIRENZE4164042004
Amministrazione/c_d612;ComunediFIRENZE4200542094
Amministrazione/c_d612;ComunediFIRENZE4200542369
Amministrazione/c_d612;ComunediFIRENZE4209542185
Amministrazione/c_d612;ComunediFIRENZE4218642277
Amministrazione/c_d612;ComunediFIRENZE4227842369
Amministrazione/c_d612;ComunediFIRENZE4237042460
Amministrazione/c_d643;ComunediFOGGIA4127541639
Amministrazione/c_d643;ComunediFOGGIA4164042004
Amministrazione/c_d643;ComunediFOGGIA4200542369
Amministrazione/c_d704;ComunediFORLI'4127541639
Amministrazione/c_d704;ComunediFORLI'4164042004
Amministrazione/c_d704;ComunediFORLI'4200542094
Amministrazione/c_d704;ComunediFORLI'4200542369
Amministrazione/c_d704;ComunediFORLI'4209542185
Amministrazione/c_d704;ComunediFORLI'4218642277
Amministrazione/c_d704;ComunediFORLI'4227842369
Amministrazione/c_d704;ComunediFORLI'4237042460
Amministrazione/c_d969;ComunediGENOVA4127541639
Amministrazione/c_d969;ComunediGENOVA4164042004
Amministrazione/c_d969;ComunediGENOVA4200542094
Amministrazione/c_d969;ComunediGENOVA4200542369
Amministrazione/c_d969;ComunediGENOVA4209542185
Amministrazione/c_d969;ComunediGENOVA4218642277
Amministrazione/c_d969;ComunediGENOVA4227842369
Amministrazione/c_d969;ComunediGENOVA4237042460
Amministrazione/c_e472;ComunediLATINA4164042004
Amministrazione/c_e472;ComunediLATINA4200542094
Amministrazione/c_e472;ComunediLATINA4200542369
Amministrazione/c_e472;ComunediLATINA4209542185
Amministrazione/c_e472;ComunediLATINA4218642277
Amministrazione/c_e472;ComunediLATINA4227842369
Amministrazione/c_e472;ComunediLATINA4237042460
Amministrazione/c_f158;ComunediMESSINA4164042004
Amministrazione/c_f158;ComunediMESSINA4200542094
Amministrazione/c_f158;ComunediMESSINA4200542369
Amministrazione/c_f158;ComunediMESSINA4209542185
Amministrazione/c_f158;ComunediMESSINA4218642277
Amministrazione/c_f158;ComunediMESSINA4227842369
Amministrazione/c_f205;ComunediMILANO4164042004
Amministrazione/c_f205;ComunediMILANO4200542094
Amministrazione/c_f205;ComunediMILANO4200542369
Amministrazione/c_f205;ComunediMILANO4209542185
Amministrazione/c_f205;ComunediMILANO4218642277
Amministrazione/c_f205;ComunediMILANO4227842369
Amministrazione/c_f205;ComunediMILANO4237042460
Amministrazione/c_f257;ComunediMODENA4164042004
Amministrazione/c_f257;ComunediMODENA4200542094
Amministrazione/c_f257;ComunediMODENA4200542369
Amministrazione/c_f257;ComunediMODENA4209542185
Amministrazione/c_f257;ComunediMODENA4218642277
Amministrazione/c_f257;ComunediMODENA4227842369
Amministrazione/c_f257;ComunediMODENA4237042460
Amministrazione/c_f704;ComunediMONZA4127541639
Amministrazione/c_f704;ComunediMONZA4164042004
Amministrazione/c_f704;ComunediMONZA4200542369
Amministrazione/c_f704;ComunediMONZA4237042460
Amministrazione/c_f839;ComunediNAPOLI4164042004
Amministrazione/c_f839;ComunediNAPOLI4200542094
Amministrazione/c_f839;ComunediNAPOLI4200542369
Amministrazione/c_f839;ComunediNAPOLI4209542185
Amministrazione/c_f839;ComunediNAPOLI4218642277
Amministrazione/c_f839;ComunediNAPOLI4227842369
Amministrazione/c_f952;ComunediNOVARA4127541639
Amministrazione/c_f952;ComunediNOVARA4164042004
Amministrazione/c_f952;ComunediNOVARA4200542094
Amministrazione/c_f952;ComunediNOVARA4209542185
Amministrazione/c_f952;ComunediNOVARA4218642277
Amministrazione/c_g224;ComunediPADOVA4164042004
Amministrazione/c_g224;ComunediPADOVA4200542094
Amministrazione/c_g224;ComunediPADOVA4200542369
Amministrazione/c_g224;ComunediPADOVA4209542185
Amministrazione/c_g224;ComunediPADOVA4218642277
Amministrazione/c_g224;ComunediPADOVA4227842369
Amministrazione/c_g224;ComunediPADOVA4237042460
Amministrazione/c_g273;ComunediPALERMO4127541639
Amministrazione/c_g273;ComunediPALERMO4164042004
Amministrazione/c_g273;ComunediPALERMO4200542094
Amministrazione/c_g273;ComunediPALERMO4200542369
Amministrazione/c_g273;ComunediPALERMO4209542185
Amministrazione/c_g273;ComunediPALERMO4218642277
Amministrazione/c_g273;ComunediPALERMO4227842369
Amministrazione/c_g273;ComunediPALERMO4237042460
Amministrazione/c_g337;ComunediPARMA4200542094
Amministrazione/c_g337;ComunediPARMA4200542369
Amministrazione/c_g337;ComunediPARMA4209542185
Amministrazione/c_g337;ComunediPARMA4218642277
Amministrazione/c_g337;ComunediPARMA4227842369
Amministrazione/c_g337;ComunediPARMA4237042460
Amministrazione/c_g478;ComunediPERUGIA4164042004
Amministrazione/c_g478;ComunediPERUGIA4200542094
Amministrazione/c_g478;ComunediPERUGIA4209542185
Amministrazione/c_g478;ComunediPERUGIA4218642277
Amministrazione/c_g478;ComunediPERUGIA4227842369
Amministrazione/c_g478;ComunediPERUGIA4237042460
Amministrazione/c_g482;ComunediPESCARA4164042004
Amministrazione/c_g482;ComunediPESCARA4200542094
Amministrazione/c_g482;ComunediPESCARA4200542369
Amministrazione/c_g482;ComunediPESCARA4209542185
Amministrazione/c_g482;ComunediPESCARA4218642277
Amministrazione/c_g482;ComunediPESCARA4227842369
Amministrazione/c_g482;ComunediPESCARA4237042460
Amministrazione/c_g535;ComunediPIACENZA4127541639
Amministrazione/c_g535;ComunediPIACENZA4164042004
Amministrazione/c_g535;ComunediPIACENZA4200542094
Amministrazione/c_g535;ComunediPIACENZA4200542369
Amministrazione/c_g535;ComunediPIACENZA4209542185
Amministrazione/c_g535;ComunediPIACENZA4218642277
Amministrazione/c_g535;ComunediPIACENZA4227842369
Amministrazione/c_g535;ComunediPIACENZA4237042460
Amministrazione/c_g999;ComunediPRATO4164042004
Amministrazione/c_g999;ComunediPRATO4200542094
Amministrazione/c_g999;ComunediPRATO4200542369
Amministrazione/c_g999;ComunediPRATO4209542185
Amministrazione/c_g999;ComunediPRATO4218642277
Amministrazione/c_g999;ComunediPRATO4227842369
Amministrazione/c_g999;ComunediPRATO4237042460
Amministrazione/c_h199;ComunediRAVENNA4127541639
Amministrazione/c_h199;ComunediRAVENNA4164042004
Amministrazione/c_h199;ComunediRAVENNA4200542094
Amministrazione/c_h199;ComunediRAVENNA4200542369
Amministrazione/c_h199;ComunediRAVENNA4209542185
Amministrazione/c_h199;ComunediRAVENNA4218642277
Amministrazione/c_h199;ComunediRAVENNA4227842369
Amministrazione/c_h199;ComunediRAVENNA4237042460
Amministrazione/c_h224;ComunediREGGIOCALABRIA4164042004
Amministrazione/c_h224;ComunediREGGIOCALABRIA4200542094
Amministrazione/c_h224;ComunediREGGIOCALABRIA4200542369
Amministrazione/c_h224;ComunediREGGIOCALABRIA4209542185
Amministrazione/c_h224;ComunediREGGIOCALABRIA4218642277
Amministrazione/c_h224;ComunediREGGIOCALABRIA4227842369
Amministrazione/c_h223;ComunediREGGIOEMILIA4127541639
Amministrazione/c_h223;ComunediREGGIOEMILIA4164042004
Amministrazione/c_h223;ComunediREGGIOEMILIA4200542094
Amministrazione/c_h223;ComunediREGGIOEMILIA4200542369
Amministrazione/c_h223;ComunediREGGIOEMILIA4209542185
Amministrazione/c_h223;ComunediREGGIOEMILIA4218642277
Amministrazione/c_h223;ComunediREGGIOEMILIA4227842369
Amministrazione/c_h223;ComunediREGGIOEMILIA4237042460
Amministrazione/c_h294;ComunediRIMINI4127541639
Amministrazione/c_h294;ComunediRIMINI4164042004
Amministrazione/c_h294;ComunediRIMINI4200542094
Amministrazione/c_h294;ComunediRIMINI4209542185
Amministrazione/c_h501;ComunediROMA4164042004
Amministrazione/c_h501;ComunediROMA4200542094
Amministrazione/c_h501;ComunediROMA4200542369
Amministrazione/c_h501;ComunediROMA4209542185
Amministrazione/c_h501;ComunediROMA4218642277
Amministrazione/c_h501;ComunediROMA4227842369
Amministrazione/c_h501;ComunediROMA4237042460
Amministrazione/c_h703;ComunediSALERNO4164042004
Amministrazione/c_h703;ComunediSALERNO4200542094
Amministrazione/c_h703;ComunediSALERNO4209542185
Amministrazione/c_h703;ComunediSALERNO4218642277
Amministrazione/c_h703;ComunediSALERNO4227842369
Amministrazione/c_i452;ComunediSASSARI4127541639
Amministrazione/c_i452;ComunediSASSARI4164042004
Amministrazione/c_i452;ComunediSASSARI4200542369
Amministrazione/c_i452;ComunediSASSARI4237042460
Amministrazione/c_i754;ComunediSIRACUSA4127541639
Amministrazione/c_i754;ComunediSIRACUSA4164042004
Amministrazione/c_i754;ComunediSIRACUSA4200542094
Amministrazione/c_i754;ComunediSIRACUSA4200542369
Amministrazione/c_i754;ComunediSIRACUSA4209542185
Amministrazione/c_i754;ComunediSIRACUSA4218642277
Amministrazione/c_i754;ComunediSIRACUSA4227842369
Amministrazione/c_i754;ComunediSIRACUSA4237042460
Amministrazione/c_l049;ComunediTARANTO4164042004
Amministrazione/c_l049;ComunediTARANTO4200542094
Amministrazione/c_l049;ComunediTARANTO4200542369
Amministrazione/c_l049;ComunediTARANTO4209542185
Amministrazione/c_l049;ComunediTARANTO4218642277
Amministrazione/c_l049;ComunediTARANTO4227842369
Amministrazione/c_l049;ComunediTARANTO4237042460
Amministrazione/c_l219;ComunediTORINO4164042004
Amministrazione/c_l219;ComunediTORINO4200542094
Amministrazione/c_l219;ComunediTORINO4200542369
Amministrazione/c_l219;ComunediTORINO4209542185
Amministrazione/c_l219;ComunediTORINO4218642277
Amministrazione/c_l219;ComunediTORINO4227842369
Amministrazione/c_l219;ComunediTORINO4237042460
Amministrazione/c_l378;ComunediTRENTO4127541639
Amministrazione/c_l378;ComunediTRENTO4164042004
Amministrazione/c_l378;ComunediTRENTO4200542094
Amministrazione/c_l378;ComunediTRENTO4200542369
Amministrazione/c_l378;ComunediTRENTO4209542185
Amministrazione/c_l378;ComunediTRENTO4218642277
Amministrazione/c_l378;ComunediTRENTO4227842369
Amministrazione/c_l378;ComunediTRENTO4237042460
Amministrazione/c_l424;ComunediTRIESTE4127541639
Amministrazione/c_l424;ComunediTRIESTE4164042004
Amministrazione/c_l424;ComunediTRIESTE4200542094
Amministrazione/c_l424;ComunediTRIESTE4200542369
Amministrazione/c_l424;ComunediTRIESTE4209542185
Amministrazione/c_l424;ComunediTRIESTE4218642277
Amministrazione/c_l424;ComunediTRIESTE4227842369
Amministrazione/c_l424;ComunediTRIESTE4237042460
Amministrazione/c_l736;ComunediVENEZIA4127541639
Amministrazione/c_l736;ComunediVENEZIA4164042004
Amministrazione/c_l736;ComunediVENEZIA4200542094
Amministrazione/c_l736;ComunediVENEZIA4200542369
Amministrazione/c_l736;ComunediVENEZIA4209542185
Amministrazione/c_l736;ComunediVENEZIA4218642277
Amministrazione/c_l736;ComunediVENEZIA4227842369
Amministrazione/c_l736;ComunediVENEZIA4237042460
Amministrazione/c_l781;ComunediVERONA4127541639
Amministrazione/c_l781;ComunediVERONA4164042004
Amministrazione/c_l781;ComunediVERONA4200542094
Amministrazione/c_l781;ComunediVERONA4200542369
Amministrazione/c_l781;ComunediVERONA4209542185
Amministrazione/c_l781;ComunediVERONA4218642277
Amministrazione/c_l781;ComunediVERONA4227842369
Amministrazione/c_l781;ComunediVERONA4237042460
Amministrazione/c_l840;ComunediVICENZA4127541639
Amministrazione/c_l840;ComunediVICENZA4164042004
Amministrazione/c_l840;ComunediVICENZA4200542094
Amministrazione/c_l840;ComunediVICENZA4200542369
Amministrazione/c_l840;ComunediVICENZA4209542185
Amministrazione/c_l840;ComunediVICENZA4218642277
Amministrazione/c_l840;ComunediVICENZA4227842369
Amministrazione/c_l840;ComunediVICENZA4237042460
